factor,singular_value,explained_variance_ratio
factor_1,15.844790914653883,0.30779553676286714
factor_2,14.603830417852564,0.26147059492071795
factor_3,11.85894183749414,0.1724174313455392
factor_4,9.968205429752427,0.12182130618315622
factor_5,8.062906370935474,0.07970260680466656
factor_6,6.806140949681941,0.056792523983052894
